mo_id,region,district,year,month,month_idx,population,elderly_share,admitted,discharged,transferred,deaths,letality_pct_fact,letality_pct_plan,vacancy_reanim_pct,vacancy_cardio_pct,vacancy_surgeon_pct,ivl_units,ct_units,angiograph_units,ivl_avg_age_years,time_to_ivl_min,federal_project
МО-А05,Регион А,Район-А05,2023,июнь,6,131572,0.243,224,208,8,8,3.57,4.27,7.9,4.6,4.3,10,1,1,2.5,41.5,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2023,июль,7,131572,0.243,374,344,13,17,4.55,4.27,6.2,3.9,3.2,12,2,0,0.0,47.4,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2023,август,8,131572,0.243,777,713,26,38,4.89,4.26,6.3,3.8,5.1,11,3,0,3.2,36.9,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2023,сентябрь,9,131572,0.243,583,533,26,24,4.12,4.24,7.2,7.1,3.5,8,2,0,0.4,36.7,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2023,октябрь,10,131572,0.243,196,176,11,9,4.59,4.19,7.7,5.1,5.7,10,3,0,3.2,44.2,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2023,ноябрь,11,131572,0.243,736,667,40,29,3.94,4.43,8.8,7.4,6.4,13,1,1,3.7,46.6,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2023,декабрь,12,131572,0.243,40,39,0,1,2.5,4.36,8.1,4.2,3.2,13,1,0,2.4,34.8,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,январь,1,131572,0.243,40,36,2,2,5.0,4.22,8.3,5.2,5.9,13,2,1,3.6,51.8,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,февраль,2,131572,0.243,642,574,33,35,5.45,4.31,8.2,5.7,4.2,14,3,1,2.4,45.7,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,март,3,131572,0.243,904,847,23,34,3.76,4.44,8.8,4.8,6.0,11,2,0,4.1,39.3,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,апрель,4,131572,0.243,1046,963,36,47,4.49,4.2,8.1,5.8,5.7,11,1,1,3.0,49.6,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,май,5,131572,0.243,932,841,54,37,3.97,4.23,8.9,5.8,6.7,7,3,0,5.2,56.6,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,июнь,6,131572,0.243,40,38,1,1,2.5,4.34,8.5,4.6,4.0,13,1,0,3.3,43.1,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,июль,7,131572,0.243,559,502,31,26,4.65,4.2,6.6,4.5,6.3,14,3,1,3.0,33.4,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,август,8,131572,0.243,827,766,29,32,3.87,4.36,6.2,4.0,3.9,11,5,0,4.7,50.1,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,сентябрь,9,131572,0.243,264,244,9,11,4.17,4.18,8.5,6.6,5.4,7,3,1,4.0,50.0,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,октябрь,10,131572,0.243,363,324,21,18,4.96,4.2,8.2,5.0,5.7,10,3,1,1.8,44.0,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,ноябрь,11,131572,0.243,745,700,16,29,3.89,4.38,7.9,4.2,6.1,12,3,1,0.4,45.7,Развитие здравоохранения
МО-А05,Регион А,Район-А05,2024,декабрь,12,131572,0.243,1350,1244,50,56,4.15,4.22,8.0,4.6,6.3,14,1,1,3.6,43.5,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,январь,1,68063,0.171,306,277,10,19,6.21,,8.1,4.3,6.7,8,3,0,3.0,44.1,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,февраль,2,68063,0.171,40,37,1,2,5.0,,7.1,7.0,4.4,6,3,1,1.9,29.8,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,март,3,68063,0.171,426,382,24,20,4.69,,6.6,6.4,4.3,4,0,1,4.1,36.0,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,апрель,4,68063,0.171,634,583,14,37,5.84,,9.2,4.6,4.6,8,1,1,3.2,41.0,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,май,5,68063,0.171,309,280,9,20,6.47,,7.5,5.8,5.1,5,0,0,2.3,53.2,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,июнь,6,68063,0.171,40,37,1,2,5.0,,6.9,3.9,6.9,8,3,1,7.0,40.6,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,июль,7,68063,0.171,520,457,27,36,6.92,,7.1,4.4,6.4,7,3,0,3.9,60.6,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,август,8,68063,0.171,400,359,14,27,6.75,,6.3,7.6,4.5,7,1,0,6.3,51.3,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,сентябрь,9,68063,0.171,284,264,6,14,4.93,,7.9,7.0,3.7,6,2,1,3.7,34.5,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,октябрь,10,68063,0.171,119,107,5,7,5.88,,7.1,4.5,6.5,9,3,1,3.5,45.6,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,ноябрь,11,68063,0.171,481,426,25,30,6.24,,9.0,5.8,5.8,4,1,1,5.6,46.9,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2022,декабрь,12,68063,0.171,401,366,11,24,5.99,,6.7,6.7,5.2,7,2,0,2.5,46.4,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,январь,1,68063,0.171,40,36,2,2,5.0,5.33,6.8,4.3,3.4,4,0,0,5.0,46.3,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,февраль,2,68063,0.171,106,95,5,6,5.66,5.21,7.9,6.3,3.2,7,1,2,2.0,42.8,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,март,3,68063,0.171,252,226,14,12,4.76,5.09,7.3,4.9,4.6,6,2,1,3.1,24.6,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,апрель,4,68063,0.171,181,164,8,9,4.97,5.13,8.7,4.4,5.4,6,0,1,4.5,42.7,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,май,5,68063,0.171,446,410,10,26,5.83,5.36,8.9,7.0,5.6,9,1,0,5.5,46.2,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,июнь,6,68063,0.171,161,147,5,9,5.59,5.38,7.2,5.3,6.4,4,0,1,4.0,38.0,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,июль,7,68063,0.171,346,319,9,18,5.2,5.33,7.7,7.0,3.6,9,2,0,6.3,43.8,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,август,8,68063,0.171,356,318,20,18,5.06,5.15,7.0,5.3,3.4,7,2,1,3.7,54.5,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,сентябрь,9,68063,0.171,200,184,5,11,5.5,5.14,7.9,4.0,6.4,11,0,1,4.4,44.8,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,октябрь,10,68063,0.171,40,37,1,2,5.0,5.35,7.7,4.9,6.5,10,1,0,2.2,36.2,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,ноябрь,11,68063,0.171,247,223,13,11,4.45,5.2,6.7,5.4,3.4,10,0,1,5.2,50.0,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2023,декабрь,12,68063,0.171,40,38,0,2,5.0,5.36,9.0,7.4,6.1,3,2,1,1.7,73.0,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,январь,1,68063,0.171,40,37,1,2,5.0,5.1,6.7,5.7,5.6,7,1,1,2.6,40.4,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,февраль,2,68063,0.171,523,473,20,30,5.74,5.11,8.9,7.5,5.7,6,1,1,4.3,49.9,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,март,3,68063,0.171,40,36,2,2,5.0,5.29,8.2,4.9,6.3,8,3,1,2.4,58.5,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,апрель,4,68063,0.171,388,353,15,20,5.15,5.35,6.7,6.5,4.5,8,1,0,6.4,45.9,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,май,5,68063,0.171,114,103,5,6,5.26,5.21,9.2,7.5,6.0,6,1,0,4.7,56.0,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,июнь,6,68063,0.171,635,568,37,30,4.72,5.24,7.8,3.9,4.8,10,2,0,0.0,53.3,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,июль,7,68063,0.171,422,379,15,28,6.64,5.29,6.7,5.3,4.4,8,4,0,3.5,44.4,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,август,8,68063,0.171,250,226,10,14,5.6,5.42,8.3,6.4,4.8,6,1,1,2.0,44.9,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,сентябрь,9,68063,0.171,242,223,8,11,4.55,5.16,8.0,6.0,4.6,6,2,0,2.6,49.5,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,октябрь,10,68063,0.171,40,36,2,2,5.0,5.39,6.5,6.4,5.5,4,0,1,3.8,26.4,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,ноябрь,11,68063,0.171,525,486,11,28,5.33,5.2,7.5,4.7,4.8,8,1,1,3.0,47.0,Развитие здравоохранения
МО-А06,Регион А,Район-А06,2024,декабрь,12,68063,0.171,965,859,50,56,5.8,5.35,8.5,3.9,4.5,6,1,1,4.6,43.4,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,январь,1,77480,0.191,622,564,34,24,3.86,,6.6,3.5,3.3,8,1,1,4.2,35.1,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,февраль,2,77480,0.191,40,37,2,1,2.5,,6.0,5.7,5.6,15,3,0,4.8,52.2,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,март,3,77480,0.191,495,455,18,22,4.44,,5.8,6.2,4.5,11,1,0,4.5,34.3,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,апрель,4,77480,0.191,226,212,5,9,3.98,,6.7,5.6,4.8,13,4,1,3.8,43.5,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,май,5,77480,0.191,40,38,1,1,2.5,,6.5,4.3,5.8,13,2,1,3.4,58.7,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,июнь,6,77480,0.191,407,368,23,16,3.93,,7.2,5.6,4.7,7,3,1,2.7,43.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,июль,7,77480,0.191,91,85,3,3,3.3,,7.8,4.8,4.4,15,3,1,3.9,45.9,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,август,8,77480,0.191,114,104,5,5,4.39,,6.0,3.5,3.4,9,1,0,7.3,48.3,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,сентябрь,9,77480,0.191,703,654,18,31,4.41,,7.5,6.6,3.4,11,3,1,2.4,45.9,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,октябрь,10,77480,0.191,386,360,11,15,3.89,,7.5,6.7,3.7,10,0,1,2.2,54.5,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,ноябрь,11,77480,0.191,82,77,2,3,3.66,,6.0,4.0,5.1,14,3,0,1.8,50.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2022,декабрь,12,77480,0.191,292,266,11,15,5.14,,7.9,4.9,5.3,9,3,0,2.1,41.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,январь,1,77480,0.191,40,39,0,1,2.5,3.75,5.6,5.2,4.8,10,2,2,0.9,27.0,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,февраль,2,77480,0.191,201,188,6,7,3.48,3.92,6.5,3.7,5.0,11,1,1,4.3,49.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,март,3,77480,0.191,603,549,31,23,3.81,3.95,7.0,4.8,4.8,11,2,0,2.9,56.3,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,апрель,4,77480,0.191,829,755,46,28,3.38,3.82,7.6,4.5,3.9,8,3,2,-1.3,46.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,май,5,77480,0.191,82,78,2,2,2.44,3.81,7.1,4.4,5.0,11,4,0,4.3,42.2,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,июнь,6,77480,0.191,472,426,26,20,4.24,3.71,7.3,3.7,3.1,9,3,0,2.9,59.2,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,июль,7,77480,0.191,40,38,1,1,2.5,3.81,7.4,5.0,5.7,12,3,0,1.8,54.0,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,август,8,77480,0.191,377,356,9,12,3.18,3.79,7.4,4.9,3.3,11,3,2,1.1,58.8,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,сентябрь,9,77480,0.191,1159,1074,35,50,4.31,3.92,5.8,6.7,3.0,10,2,1,3.8,37.8,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,октябрь,10,77480,0.191,359,338,8,13,3.62,3.94,7.6,6.5,6.1,12,1,1,4.6,53.2,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,ноябрь,11,77480,0.191,40,38,1,1,2.5,3.9,6.1,4.3,3.8,9,3,1,4.8,35.7,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2023,декабрь,12,77480,0.191,233,212,13,8,3.43,3.72,5.5,4.2,5.6,9,2,1,3.8,53.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,январь,1,77480,0.191,40,38,1,1,2.5,3.83,5.9,5.2,5.9,10,2,1,6.3,41.3,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,февраль,2,77480,0.191,40,38,1,1,2.5,3.75,6.3,6.4,5.0,10,4,1,3.3,38.5,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,март,3,77480,0.191,454,418,21,15,3.3,3.83,6.2,6.6,3.0,10,2,1,1.5,44.2,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,апрель,4,77480,0.191,550,507,25,18,3.27,3.9,6.7,4.4,4.1,11,1,0,1.7,45.4,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,май,5,77480,0.191,40,38,1,1,2.5,3.72,5.6,4.4,3.0,8,3,1,1.6,34.7,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,июнь,6,77480,0.191,118,108,6,4,3.39,3.78,6.1,6.1,3.9,11,2,1,3.2,40.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,июль,7,77480,0.191,40,38,1,1,2.5,3.95,6.2,4.5,3.0,11,3,2,3.5,45.3,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,август,8,77480,0.191,40,38,1,1,2.5,3.72,7.4,6.4,4.8,11,4,0,2.2,46.5,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,сентябрь,9,77480,0.191,811,731,48,32,3.95,3.93,6.9,4.0,3.3,13,3,1,3.2,36.6,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,октябрь,10,77480,0.191,146,136,5,5,3.42,3.8,5.5,4.7,5.2,5,4,0,5.3,29.8,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,ноябрь,11,77480,0.191,102,93,5,4,3.92,3.71,8.2,6.4,5.0,10,3,1,3.4,60.4,Развитие здравоохранения
МО-А07,Регион А,Район-А07,2024,декабрь,12,77480,0.191,618,573,17,28,4.53,3.96,7.3,6.8,5.8,10,1,0,-0.3,52.3,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,январь,1,102827,0.157,40,37,1,2,5.0,,7.9,8.1,4.5,6,2,1,3.1,56.0,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,февраль,2,102827,0.157,40,37,1,2,5.0,,9.7,6.1,6.0,8,1,1,6.3,47.2,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,март,3,102827,0.157,118,110,2,6,5.08,,6.6,5.2,5.7,5,2,1,2.3,49.9,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,апрель,4,102827,0.157,734,662,39,33,4.5,,8.7,7.2,3.9,7,2,1,5.3,47.9,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,май,5,102827,0.157,161,149,5,7,4.35,,9.2,6.7,5.0,6,2,0,4.2,55.6,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,июнь,6,102827,0.157,96,88,4,4,4.17,,8.7,4.9,3.8,9,1,0,5.9,53.3,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,июль,7,102827,0.157,40,37,1,2,5.0,,7.0,5.9,4.5,5,3,0,2.7,47.2,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,август,8,102827,0.157,40,37,2,1,2.5,,7.9,7.1,5.8,8,1,1,3.5,46.5,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,сентябрь,9,102827,0.157,40,37,1,2,5.0,,7.8,4.1,6.5,6,2,0,4.7,47.6,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,октябрь,10,102827,0.157,701,650,22,29,4.14,,8.1,5.4,3.5,4,1,0,4.2,44.5,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,ноябрь,11,102827,0.157,422,389,12,21,4.98,,8.7,7.5,4.5,8,0,2,6.0,48.4,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2022,декабрь,12,102827,0.157,246,229,6,11,4.47,,6.8,4.9,5.2,6,2,0,5.0,46.6,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,январь,1,102827,0.157,40,36,2,2,5.0,4.37,9.2,6.8,6.8,10,1,0,3.6,44.9,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,февраль,2,102827,0.157,656,595,32,29,4.42,4.37,8.1,5.2,6.0,4,2,0,3.5,40.2,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,март,3,102827,0.157,263,243,9,11,4.18,4.21,8.0,6.4,3.3,6,1,1,5.9,40.1,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,апрель,4,102827,0.157,1423,1297,55,71,4.99,4.43,7.4,8.1,4.7,8,2,0,2.9,56.3,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,май,5,102827,0.157,199,184,6,9,4.52,4.43,7.6,7.0,6.5,7,1,2,3.8,54.0,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,июнь,6,102827,0.157,982,903,38,41,4.18,4.41,8.4,7.8,6.4,5,1,0,2.6,65.4,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,июль,7,102827,0.157,40,39,0,1,2.5,4.47,7.0,4.5,3.7,9,2,0,4.5,23.0,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,август,8,102827,0.157,643,581,36,26,4.04,4.26,9.4,7.1,5.0,4,3,1,6.4,59.3,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,сентябрь,9,102827,0.157,1125,1014,60,51,4.53,4.49,7.6,6.9,4.8,8,3,0,4.6,52.2,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,октябрь,10,102827,0.157,40,38,1,1,2.5,4.45,9.1,4.9,5.6,7,0,0,5.0,62.6,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,ноябрь,11,102827,0.157,723,662,30,31,4.29,4.22,7.1,7.0,7.0,6,1,0,5.2,36.6,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2023,декабрь,12,102827,0.157,40,37,1,2,5.0,4.25,6.7,5.8,4.8,7,2,1,4.5,38.5,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,январь,1,102827,0.157,617,566,20,31,5.02,4.27,9.6,7.8,4.3,8,1,0,7.0,34.2,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,февраль,2,102827,0.157,942,838,53,51,5.41,4.36,7.8,4.3,6.1,8,2,1,5.3,43.6,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,март,3,102827,0.157,801,743,26,32,4.0,4.44,7.0,6.3,6.2,7,3,0,5.1,41.4,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,апрель,4,102827,0.157,1464,1322,70,72,4.92,4.44,6.6,8.1,7.1,9,0,0,5.9,49.8,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,май,5,102827,0.157,728,686,15,27,3.71,4.36,8.6,5.8,4.5,6,3,0,4.8,48.3,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,июнь,6,102827,0.157,481,434,26,21,4.37,4.41,8.9,6.3,3.5,3,1,0,2.8,52.0,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,июль,7,102827,0.157,700,621,41,38,5.43,4.32,7.1,5.8,3.5,8,1,1,4.6,58.8,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,август,8,102827,0.157,1039,932,61,46,4.43,4.21,8.9,7.4,3.6,4,2,1,5.6,50.4,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,сентябрь,9,102827,0.157,126,116,5,5,3.97,4.35,6.9,4.4,4.3,5,0,0,4.1,37.9,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,октябрь,10,102827,0.157,655,588,37,30,4.58,4.44,7.5,6.7,5.4,6,1,1,3.8,46.2,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,ноябрь,11,102827,0.157,994,918,31,45,4.53,4.27,7.0,8.0,4.2,5,1,0,2.3,56.1,Развитие здравоохранения
МО-А08,Регион А,Район-А08,2024,декабрь,12,102827,0.157,1234,1114,56,64,5.19,4.34,6.9,6.1,3.4,11,1,1,4.6,42.4,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,январь,1,68250,0.24,142,130,5,7,4.93,,8.9,6.5,5.3,10,1,1,3.3,57.7,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,февраль,2,68250,0.24,182,163,10,9,4.95,,12.6,9.8,7.5,8,2,0,4.7,46.4,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,март,3,68250,0.24,40,39,0,1,2.5,,10.4,9.3,8.0,9,3,0,2.0,53.0,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,апрель,4,68250,0.24,40,38,1,1,2.5,,12.7,6.1,4.4,6,2,0,4.9,57.2,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,май,5,68250,0.24,40,38,1,1,2.5,,11.5,9.7,8.7,7,1,0,2.7,49.3,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,июнь,6,68250,0.24,207,190,8,9,4.35,,12.9,8.0,8.9,9,2,1,5.1,51.9,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,июль,7,68250,0.24,40,37,2,1,2.5,,9.9,10.1,5.0,6,1,0,3.6,48.1,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,август,8,68250,0.24,299,271,12,16,5.35,,8.9,9.3,4.7,8,1,0,3.8,60.4,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,сентябрь,9,68250,0.24,426,391,14,21,4.93,,9.0,7.8,7.1,6,2,1,2.0,59.3,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,октябрь,10,68250,0.24,40,38,1,1,2.5,,12.1,7.2,6.6,9,1,0,6.0,51.3,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,ноябрь,11,68250,0.24,282,261,5,16,5.67,,11.3,9.8,7.1,8,2,0,2.7,48.4,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2022,декабрь,12,68250,0.24,368,339,12,17,4.62,,13.0,5.8,4.8,11,2,0,2.0,54.3,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,январь,1,68250,0.24,40,36,2,2,5.0,4.19,8.9,8.0,7.2,7,1,1,4.6,42.6,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,февраль,2,68250,0.24,237,217,8,12,5.06,4.17,11.9,6.0,5.6,9,1,0,3.0,58.5,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,март,3,68250,0.24,40,38,1,1,2.5,4.17,10.5,8.5,8.8,7,2,1,4.2,42.7,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,апрель,4,68250,0.24,67,63,2,2,2.99,4.13,9.0,7.7,9.7,7,0,0,4.4,31.5,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,май,5,68250,0.24,270,252,8,10,3.7,4.2,12.7,9.5,5.0,7,3,1,2.3,31.5,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,июнь,6,68250,0.24,689,619,38,32,4.64,4.14,10.4,8.4,8.2,10,3,1,5.5,44.2,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,июль,7,68250,0.24,40,38,1,1,2.5,4.14,10.6,7.6,6.8,3,2,0,3.1,51.5,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,август,8,68250,0.24,463,415,26,22,4.75,4.06,12.6,8.6,6.3,11,1,0,2.3,57.5,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,сентябрь,9,68250,0.24,40,38,1,1,2.5,4.13,11.1,10.3,7.5,5,2,0,3.4,57.9,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,октябрь,10,68250,0.24,309,280,15,14,4.53,4.33,9.6,8.2,7.5,9,1,0,3.8,53.3,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,ноябрь,11,68250,0.24,172,159,5,8,4.65,4.31,13.0,9.5,9.4,10,1,0,4.7,69.2,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2023,декабрь,12,68250,0.24,229,204,13,12,5.24,4.19,12.1,5.5,8.9,7,2,1,5.8,49.4,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,январь,1,68250,0.24,181,167,5,9,4.97,4.07,11.7,10.0,6.7,5,1,1,7.1,33.6,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,февраль,2,68250,0.24,207,194,4,9,4.35,4.27,11.8,7.2,7.1,7,1,1,1.3,51.6,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,март,3,68250,0.24,147,135,5,7,4.76,4.31,12.1,7.1,8.9,6,0,0,6.0,55.7,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,апрель,4,68250,0.24,412,373,23,16,3.88,4.23,9.8,6.2,8.8,8,1,0,4.9,65.2,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,май,5,68250,0.24,868,812,17,39,4.49,4.05,11.1,6.6,5.3,6,1,1,2.5,58.9,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,июнь,6,68250,0.24,40,38,1,1,2.5,4.12,9.7,7.0,7.0,6,2,0,2.9,56.7,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,июль,7,68250,0.24,364,327,18,19,5.22,4.12,12.9,7.2,7.9,8,2,1,3.6,57.9,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,август,8,68250,0.24,53,49,2,2,3.77,4.27,10.8,7.7,5.6,5,1,1,6.0,42.3,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,сентябрь,9,68250,0.24,771,716,25,30,3.89,4.15,10.6,7.6,9.3,9,1,1,2.5,63.4,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,октябрь,10,68250,0.24,101,95,2,4,3.96,4.09,11.4,10.6,7.7,9,1,1,6.3,53.7,Развитие здравоохранения
МО-А09,Регион А,Район-А09,2024,ноябрь,11,68250,0.24,275,248,15,12,4.36,4.26,11.1,9.0,7.2,7,1,1,5.0,59.9,Развитие здравоохранения
