mo_id,region,district,year,month,month_idx,population,elderly_share,admitted,discharged,transferred,deaths,letality_pct,vacancy_reanim_pct,vacancy_cardio_pct,vacancy_surgeon_pct,ivl_units,ct_units,angiograph_units,ivl_avg_age_years,time_to_ivl_min
МО-А09,Регион А,Район-А09,2023,февраль,2,68250,0.24,247,227,10,10,4.05,9.4,7.9,8.4,6,2,0,4.5,51.7
МО-А09,Регион А,Район-А09,2023,март,3,68250,0.24,327,297,17,13,3.98,8.9,9.3,7.3,4,2,0,5.1,36.7
МО-А09,Регион А,Район-А09,2023,апрель,4,68250,0.24,40,38,1,1,2.5,12.2,7.8,9.7,15,2,0,4.7,43.4
МО-А09,Регион А,Район-А09,2023,май,5,68250,0.24,40,38,1,1,2.5,9.3,6.5,5.5,10,2,1,3.6,58.7
МО-А09,Регион А,Район-А09,2023,июнь,6,68250,0.24,40,38,1,1,2.5,12.4,10.8,8.0,10,4,1,4.7,36.1
МО-А09,Регион А,Район-А09,2023,июль,7,68250,0.24,912,825,49,38,4.17,9.8,9.3,8.8,7,2,0,2.0,50.4
МО-А09,Регион А,Район-А09,2023,август,8,68250,0.24,186,171,8,7,3.76,12.5,5.9,7.1,10,1,2,1.4,68.1
МО-А09,Регион А,Район-А09,2023,сентябрь,9,68250,0.24,216,197,10,9,4.17,11.8,7.9,7.9,8,1,1,2.9,51.5
МО-А09,Регион А,Район-А09,2023,октябрь,10,68250,0.24,40,37,2,1,2.5,10.1,8.6,7.4,8,1,1,3.7,47.9
МО-А09,Регион А,Район-А09,2023,ноябрь,11,68250,0.24,711,665,17,29,4.08,12.4,7.8,4.3,10,2,0,3.6,49.7
МО-А09,Регион А,Район-А09,2023,декабрь,12,68250,0.24,109,101,3,5,4.59,11.5,6.8,6.4,7,2,0,2.9,56.4
МО-А09,Регион А,Район-А09,2024,январь,1,68250,0.24,149,135,7,7,4.7,8.7,8.0,5.1,6,2,1,6.2,48.8
МО-А09,Регион А,Район-А09,2024,февраль,2,68250,0.24,643,598,16,29,4.51,9.0,7.5,8.3,2,2,1,4.5,45.5
МО-А09,Регион А,Район-А09,2024,март,3,68250,0.24,311,282,18,11,3.54,9.3,8.3,4.4,4,1,0,3.6,37.9
МО-А09,Регион А,Район-А09,2024,апрель,4,68250,0.24,431,389,23,19,4.41,9.1,6.0,8.4,9,1,0,5.2,47.1
МО-А09,Регион А,Район-А09,2024,май,5,68250,0.24,402,372,16,14,3.48,11.3,8.7,8.6,9,1,0,3.2,46.3
МО-А09,Регион А,Район-А09,2024,июнь,6,68250,0.24,40,38,1,1,2.5,8.9,10.3,9.5,7,1,1,1.9,48.4
МО-А09,Регион А,Район-А09,2024,июль,7,68250,0.24,40,36,2,2,5.0,9.2,10.1,7.4,7,0,1,4.2,29.0
МО-А09,Регион А,Район-А09,2024,август,8,68250,0.24,235,220,7,8,3.4,8.8,5.8,8.6,7,0,0,2.4,48.1
МО-А09,Регион А,Район-А09,2024,сентябрь,9,68250,0.24,185,170,8,7,3.78,9.9,7.1,7.1,7,2,2,2.5,48.0
МО-А09,Регион А,Район-А09,2024,октябрь,10,68250,0.24,40,39,0,1,2.5,11.7,9.4,8.9,5,2,1,2.4,56.1
МО-А09,Регион А,Район-А09,2024,ноябрь,11,68250,0.24,40,38,1,0,0.0,9.2,9.3,8.1,6,3,2,1.3,46.8
МО-А09,Регион А,Район-А09,2024,декабрь,12,68250,0.24,189,173,9,7,3.7,9.8,10.2,8.5,6,3,1,3.9,52.6
МО-А10,Регион А,Район-А10,2023,январь,1,61694,0.214,110,102,4,4,3.64,6.7,5.3,4.9,5,1,1,6.0,51.3
МО-А10,Регион А,Район-А10,2023,февраль,2,61694,0.214,167,156,3,8,4.79,8.1,4.4,4.5,6,1,1,7.1,40.5
МО-А10,Регион А,Район-А10,2023,март,3,61694,0.214,40,38,1,1,2.5,6.6,5.0,5.4,6,1,1,3.2,51.7
МО-А10,Регион А,Район-А10,2023,апрель,4,61694,0.214,363,324,21,18,4.96,8.4,3.8,4.5,7,1,2,3.5,56.6
МО-А10,Регион А,Район-А10,2023,май,5,61694,0.214,411,379,13,19,4.62,7.5,5.2,4.9,8,0,1,5.5,62.4
МО-А10,Регион А,Район-А10,2023,июнь,6,61694,0.214,220,204,8,8,3.64,6.4,4.8,5.8,6,3,0,6.6,44.7
МО-А10,Регион А,Район-А10,2023,июль,7,61694,0.214,495,453,20,22,4.44,6.4,5.3,3.1,5,3,0,7.2,54.6
МО-А10,Регион А,Район-А10,2023,август,8,61694,0.214,504,463,17,24,4.76,8.5,3.9,3.2,6,3,1,6.2,52.4
МО-А10,Регион А,Район-А10,2023,сентябрь,9,61694,0.214,40,38,1,1,2.5,6.6,6.4,5.3,10,1,0,4.3,48.0
МО-А10,Регион А,Район-А10,2023,октябрь,10,61694,0.214,362,337,9,16,4.42,6.2,5.2,4.3,11,0,0,4.8,50.9
МО-А10,Регион А,Район-А10,2023,ноябрь,11,61694,0.214,190,174,9,7,3.68,8.0,6.0,3.0,9,2,0,5.4,50.3
МО-А10,Регион А,Район-А10,2023,декабрь,12,61694,0.214,40,37,1,2,5.0,8.5,3.7,4.3,9,0,1,4.4,56.7
МО-А10,Регион А,Район-А10,2024,январь,1,61694,0.214,261,237,13,11,4.21,8.5,4.0,5.8,6,1,1,3.2,39.4
МО-А10,Регион А,Район-А10,2024,февраль,2,61694,0.214,174,164,3,7,4.02,8.3,5.1,3.3,11,3,0,4.2,49.5
МО-А10,Регион А,Район-А10,2024,март,3,61694,0.214,40,37,2,1,2.5,6.8,3.7,5.3,8,2,1,4.9,51.2
МО-А10,Регион А,Район-А10,2024,апрель,4,61694,0.214,266,247,7,12,4.51,6.5,5.0,4.8,7,2,1,5.1,48.8
МО-А10,Регион А,Район-А10,2024,май,5,61694,0.214,487,439,25,23,4.72,8.0,7.1,5.6,6,1,1,1.1,48.7
МО-А10,Регион А,Район-А10,2024,июнь,6,61694,0.214,40,38,1,1,2.5,6.3,6.7,5.6,7,4,1,1.9,41.9
МО-А10,Регион А,Район-А10,2024,июль,7,61694,0.214,1038,944,48,46,4.43,6.4,6.5,6.1,7,5,1,5.0,59.8
МО-А10,Регион А,Район-А10,2024,август,8,61694,0.214,290,261,15,14,4.83,6.2,5.7,5.7,6,1,0,6.7,46.5
МО-А10,Регион А,Район-А10,2024,сентябрь,9,61694,0.214,581,540,15,26,4.48,8.5,6.7,4.6,7,1,1,5.3,50.9
МО-А10,Регион А,Район-А10,2024,октябрь,10,61694,0.214,279,254,15,10,3.58,6.3,4.0,5.4,10,3,0,4.3,46.0
МО-А10,Регион А,Район-А10,2024,ноябрь,11,61694,0.214,40,37,2,1,2.5,8.1,7.0,4.2,5,2,0,5.4,51.2
МО-А10,Регион А,Район-А10,2024,декабрь,12,61694,0.214,323,289,16,18,5.57,8.4,5.9,3.5,8,3,0,6.8,41.5
МО-А11,Регион А,Район-А11,2023,январь,1,60791,0.149,270,249,8,13,4.81,7.4,3.9,5.3,10,4,0,-0.9,62.3
МО-А11,Регион А,Район-А11,2023,февраль,2,60791,0.149,278,247,15,0,0.0,8.2,4.2,4.7,7,2,0,2.8,41.4
МО-А11,Регион А,Район-А11,2023,март,3,60791,0.149,385,355,9,21,5.45,7.5,5.6,5.8,7,1,1,2.9,49.2
МО-А11,Регион А,Район-А11,2023,апрель,4,60791,0.149,196,182,6,8,4.08,7.5,6.8,5.8,8,1,1,2.2,45.2
МО-А11,Регион А,Район-А11,2023,май,5,60791,0.149,40,37,1,2,5.0,6.0,3.7,5.7,8,1,1,3.4,43.1
МО-А11,Регион А,Район-А11,2023,июнь,6,60791,0.149,344,312,14,18,5.23,8.0,3.8,4.8,9,1,0,6.4,50.7
МО-А11,Регион А,Район-А11,2023,июль,7,60791,0.149,527,489,12,26,4.93,6.1,4.1,5.2,11,1,0,2.7,50.6
МО-А11,Регион А,Район-А11,2023,август,8,60791,0.149,210,189,11,10,4.76,5.9,4.7,4.2,8,1,1,2.0,40.7
МО-А11,Регион А,Район-А11,2023,сентябрь,9,60791,0.149,386,360,8,18,4.66,7.8,4.5,4.1,8,0,1,4.4,52.1
МО-А11,Регион А,Район-А11,2023,октябрь,10,60791,0.149,454,415,17,22,4.85,6.2,5.0,3.5,11,1,1,2.9,32.4
МО-А11,Регион А,Район-А11,2023,ноябрь,11,60791,0.149,442,394,26,22,4.98,7.1,5.3,5.6,8,2,0,-0.1,42.1
МО-А11,Регион А,Район-А11,2023,декабрь,12,60791,0.149,40,38,0,2,5.0,8.0,5.9,4.5,8,3,0,1.9,37.0
МО-А11,Регион А,Район-А11,2024,январь,1,60791,0.149,574,511,34,29,5.05,8.2,6.2,3.2,10,0,1,-1.9,58.2
МО-А11,Регион А,Район-А11,2024,февраль,2,60791,0.149,40,36,2,2,5.0,8.0,3.7,4.1,5,1,1,2.6,55.7
МО-А11,Регион А,Район-А11,2024,март,3,60791,0.149,576,523,23,30,5.21,6.7,4.9,3.3,5,0,0,6.0,38.3
МО-А11,Регион А,Район-А11,2024,апрель,4,60791,0.149,73,67,3,3,4.11,6.5,4.9,4.1,7,0,1,4.0,46.2
МО-А11,Регион А,Район-А11,2024,май,5,60791,0.149,460,427,9,24,5.22,8.0,4.6,3.6,10,1,0,3.1,46.0
МО-А11,Регион А,Район-А11,2024,июнь,6,60791,0.149,308,282,12,14,4.55,7.4,3.8,5.7,6,3,2,0.2,51.3
МО-А11,Регион А,Район-А11,2024,июль,7,60791,0.149,164,151,4,9,5.49,6.1,6.3,5.3,10,2,0,3.6,35.5
МО-А11,Регион А,Район-А11,2024,август,8,60791,0.149,344,319,8,17,4.94,7.8,6.5,2.9,9,2,2,3.4,41.5
МО-А11,Регион А,Район-А11,2024,сентябрь,9,60791,0.149,40,37,1,2,5.0,7.8,5.2,4.9,9,2,1,1.5,54.4
МО-А11,Регион А,Район-А11,2024,октябрь,10,60791,0.149,472,432,16,24,5.08,6.0,6.5,5.3,11,1,0,2.2,47.1
МО-А11,Регион А,Район-А11,2024,ноябрь,11,60791,0.149,40,37,1,2,5.0,7.4,4.4,4.2,5,3,1,2.9,45.0
МО-А11,Регион А,Район-А11,2024,декабрь,12,60791,0.149,575,531,11,33,5.74,6.2,6.2,3.8,6,3,0,1.6,47.9
МО-А12,Регион А,Район-А12,2023,январь,1,104475,0.229,116,105,5,6,5.17,9.9,6.1,4.0,12,1,0,4.9,43.4
МО-А12,Регион А,Район-А12,2023,февраль,2,104475,0.229,40,38,0,2,5.0,7.2,8.7,6.3,9,3,0,3.3,29.4
МО-А12,Регион А,Район-А12,2023,март,3,104475,0.229,258,230,14,14,5.43,9.8,7.9,6.1,12,1,0,3.7,38.2
МО-А12,Регион А,Район-А12,2023,апрель,4,104475,0.229,753,689,26,38,5.05,7.1,7.5,6.0,11,3,1,4.4,55.4
МО-А12,Регион А,Район-А12,2023,май,5,104475,0.229,595,540,23,32,5.38,10.0,8.1,7.4,6,2,1,4.9,54.5
МО-А12,Регион А,Район-А12,2023,июнь,6,104475,0.229,665,603,31,31,4.66,8.2,4.8,5.1,8,2,0,4.4,40.3
МО-А12,Регион А,Район-А12,2023,июль,7,104475,0.229,319,287,12,20,6.27,10.1,6.9,7.7,12,4,1,1.0,50.1
МО-А12,Регион А,Район-А12,2023,август,8,104475,0.229,40,37,2,1,2.5,7.5,5.3,5.3,12,0,0,2.8,48.1
МО-А12,Регион А,Район-А12,2023,сентябрь,9,104475,0.229,153,139,6,8,5.23,7.6,7.2,3.5,7,2,2,5.3,58.3
МО-А12,Регион А,Район-А12,2023,октябрь,10,104475,0.229,40,38,1,1,2.5,9.2,6.2,7.7,11,2,1,4.5,56.1
МО-А12,Регион А,Район-А12,2023,ноябрь,11,104475,0.229,807,739,22,46,5.7,9.4,7.1,4.6,11,2,0,5.1,54.8
МО-А12,Регион А,Район-А12,2023,декабрь,12,104475,0.229,80,73,2,5,6.25,8.0,7.6,6.1,10,1,2,5.4,46.8
МО-А12,Регион А,Район-А12,2024,январь,1,104475,0.229,749,666,43,40,5.34,10.2,6.2,4.5,10,2,0,3.9,39.7
МО-А12,Регион А,Район-А12,2024,февраль,2,104475,0.229,591,543,12,36,6.09,10.1,5.5,5.9,12,5,1,2.9,40.2
МО-А12,Регион А,Район-А12,2024,март,3,104475,0.229,1141,1043,40,58,5.08,8.9,6.5,4.2,11,2,0,3.4,59.5
МО-А12,Регион А,Район-А12,2024,апрель,4,104475,0.229,131,121,3,7,5.34,9.9,4.8,6.7,9,3,1,4.8,53.1
МО-А12,Регион А,Район-А12,2024,май,5,104475,0.229,474,436,13,25,5.27,9.5,5.7,3.7,12,2,1,5.3,46.3
МО-А12,Регион А,Район-А12,2024,июнь,6,104475,0.229,1127,1001,60,66,5.86,9.4,5.0,3.9,11,1,0,5.0,52.8
МО-А12,Регион А,Район-А12,2024,июль,7,104475,0.229,532,483,20,29,5.45,7.4,5.2,3.7,17,2,2,3.1,58.2
МО-А12,Регион А,Район-А12,2024,август,8,104475,0.229,1076,970,58,48,4.46,9.3,5.1,5.1,13,1,1,4.5,46.5
МО-А12,Регион А,Район-А12,2024,сентябрь,9,104475,0.229,480,428,28,24,5.0,8.0,6.1,7.2,10,3,0,4.3,43.3
МО-А12,Регион А,Район-А12,2024,октябрь,10,104475,0.229,287,263,7,17,5.92,8.5,7.0,7.0,10,2,0,3.0,52.9
МО-А12,Регион А,Район-А12,2024,ноябрь,11,104475,0.229,1128,997,66,65,5.76,7.5,8.4,4.0,11,2,1,4.0,53.2
МО-А12,Регион А,Район-А12,2024,декабрь,12,104475,0.229,126,113,5,8,6.35,9.0,8.7,6.4,0,2,1,3.9,45.1
МО-Б01,Регион Б,Район-Б01,2023,январь,1,65955,0.247,88,77,4,7,7.95,21.4,20.7,15.3,6,2,0,6.4,63.4
МО-Б01,Регион Б,Район-Б01,2023,февраль,2,65955,0.247,594,523,13,58,9.76,22.4,13.9,19.9,4,2,0,6.0,62.2
МО-Б01,Регион Б,Район-Б01,2023,март,3,65955,0.247,254,223,9,22,8.66,25.7,16.3,10.3,10,0,0,8.2,78.5
МО-Б01,Регион Б,Район-Б01,2023,апрель,4,65955,0.247,214,191,9,14,6.54,23.5,14.7,14.7,7,2,1,8.3,67.9
МО-Б01,Регион Б,Район-Б01,2023,май,5,65955,0.247,440,388,18,34,7.73,23.5,16.5,16.4,8,1,0,7.1,64.6
МО-Б01,Регион Б,Район-Б01,2023,июнь,6,65955,0.247,40,36,1,3,7.5,22.7,19.1,9.5,11,2,0,6.5,56.5
МО-Б01,Регион Б,Район-Б01,2023,июль,7,65955,0.247,574,496,32,46,8.01,21.5,16.4,17.8,9,1,0,4.0,76.6
МО-Б01,Регион Б,Район-Б01,2023,август,8,65955,0.247,449,394,17,38,8.46,23.9,22.0,10.5,5,0,0,10.3,76.5
МО-Б01,Регион Б,Район-Б01,2023,сентябрь,9,65955,0.247,420,364,23,33,7.86,19.6,17.7,17.2,6,2,0,4.5,54.6
МО-Б01,Регион Б,Район-Б01,2023,октябрь,10,65955,0.247,40,35,2,3,7.5,24.8,14.3,19.8,7,3,0,8.0,78.3
МО-Б01,Регион Б,Район-Б01,2023,ноябрь,11,65955,0.247,50,45,2,3,6.0,25.7,19.2,19.5,4,1,0,6.1,68.9
МО-Б01,Регион Б,Район-Б01,2023,декабрь,12,65955,0.247,40,35,1,4,10.0,26.6,16.9,16.8,10,1,0,6.0,82.2
МО-Б01,Регион Б,Район-Б01,2024,январь,1,65955,0.247,40,36,1,3,7.5,25.5,14.4,18.5,6,2,0,7.8,74.0
МО-Б01,Регион Б,Район-Б01,2024,февраль,2,65955,0.247,114,101,3,10,8.77,20.5,14.0,18.4,6,1,0,7.0,63.7
МО-Б01,Регион Б,Район-Б01,2024,март,3,65955,0.247,279,242,13,24,8.6,25.7,19.6,15.3,7,2,1,7.4,67.3
МО-Б01,Регион Б,Район-Б01,2024,апрель,4,65955,0.247,40,35,2,3,7.5,26.7,14.7,15.2,4,2,0,5.1,65.5
МО-Б01,Регион Б,Район-Б01,2024,май,5,65955,0.247,645,557,31,57,8.84,23.8,19.7,15.1,5,0,0,8.2,69.2
МО-Б01,Регион Б,Район-Б01,2024,июнь,6,65955,0.247,439,397,11,31,7.06,22.6,15.5,13.8,10,1,0,6.0,65.8
МО-Б01,Регион Б,Район-Б01,2024,июль,7,65955,0.247,40,36,1,3,7.5,20.9,11.8,19.5,10,0,0,5.0,67.0
МО-Б01,Регион Б,Район-Б01,2024,август,8,65955,0.247,40,36,1,3,7.5,19.6,12.0,14.7,10,0,0,7.9,67.5
МО-Б01,Регион Б,Район-Б01,2024,сентябрь,9,65955,0.247,287,258,8,21,7.32,24.7,17.2,20.2,9,3,0,9.2,72.7
МО-Б01,Регион Б,Район-Б01,2024,октябрь,10,65955,0.247,40,36,1,3,7.5,26.6,18.9,12.6,9,4,0,5.6,81.5
МО-Б01,Регион Б,Район-Б01,2024,ноябрь,11,65955,0.247,71,63,2,6,8.45,25.2,16.2,9.5,12,2,0,3.4,71.1
МО-Б01,Регион Б,Район-Б01,2024,декабрь,12,65955,0.247,629,561,12,56,8.9,18.6,18.8,17.7,12,2,0,8.5,68.9
МО-Б02,Регион Б,Район-Б02,2023,январь,1,79020,0.23,40,36,1,3,7.5,25.9,19.2,10.5,2,1,0,8.6,75.2
МО-Б02,Регион Б,Район-Б02,2023,февраль,2,79020,0.23,401,356,11,34,8.48,19.9,15.3,15.7,5,1,0,7.3,56.1
МО-Б02,Регион Б,Район-Б02,2023,март,3,79020,0.23,40,36,1,3,7.5,23.8,11.8,19.0,5,3,1,8.0,73.9
МО-Б02,Регион Б,Район-Б02,2023,апрель,4,79020,0.23,304,268,14,22,7.24,21.8,16.9,10.3,5,0,1,4.5,61.9
МО-Б02,Регион Б,Район-Б02,2023,май,5,79020,0.23,630,545,32,53,8.41,24.0,15.1,19.2,10,0,0,8.3,71.6
МО-Б02,Регион Б,Район-Б02,2023,июнь,6,79020,0.23,40,36,1,3,7.5,24.2,20.9,12.6,6,0,0,7.3,70.9
МО-Б02,Регион Б,Район-Б02,2023,июль,7,79020,0.23,400,360,10,30,7.5,24.6,20.4,18.2,11,4,0,6.3,74.3
МО-Б02,Регион Б,Район-Б02,2023,август,8,79020,0.23,226,200,11,15,6.64,21.9,14.6,10.2,8,1,0,5.8,56.1
МО-Б02,Регион Б,Район-Б02,2023,сентябрь,9,79020,0.23,84,76,2,6,7.14,22.7,17.2,12.8,9,1,1,9.3,69.2
МО-Б02,Регион Б,Район-Б02,2023,октябрь,10,79020,0.23,378,330,20,28,7.41,18.8,19.1,18.5,11,1,0,7.5,72.7
МО-Б02,Регион Б,Район-Б02,2023,ноябрь,11,79020,0.23,506,437,27,42,8.3,18.8,16.9,11.7,10,2,0,8.4,63.9
МО-Б02,Регион Б,Район-Б02,2023,декабрь,12,79020,0.23,164,145,5,14,8.54,22.8,21.0,14.9,7,0,0,5.6,71.6
МО-Б02,Регион Б,Район-Б02,2024,январь,1,79020,0.23,76,67,3,6,7.89,20.2,16.1,14.4,9,1,0,6.7,52.1
МО-Б02,Регион Б,Район-Б02,2024,февраль,2,79020,0.23,453,401,18,34,7.51,21.5,13.0,19.2,5,0,0,8.0,58.1
МО-Б02,Регион Б,Район-Б02,2024,март,3,79020,0.23,88,81,1,6,6.82,20.8,11.5,11.1,9,2,0,6.6,67.9
МО-Б02,Регион Б,Район-Б02,2024,апрель,4,79020,0.23,1325,1168,63,94,7.09,22.2,20.1,18.0,9,1,1,9.2,78.6
МО-Б02,Регион Б,Район-Б02,2024,май,5,79020,0.23,40,36,1,3,7.5,20.9,21.0,14.5,10,0,1,6.5,67.1
МО-Б02,Регион Б,Район-Б02,2024,июнь,6,79020,0.23,40,37,1,2,5.0,-1.0,18.1,11.1,6,2,1,8.0,58.5
МО-Б02,Регион Б,Район-Б02,2024,июль,7,79020,0.23,352,308,13,31,8.81,21.8,13.3,10.6,11,2,0,10.1,70.5
МО-Б02,Регион Б,Район-Б02,2024,август,8,79020,0.23,558,499,23,36,6.45,18.1,13.8,10.8,10,3,0,7.9,61.5
МО-Б02,Регион Б,Район-Б02,2024,сентябрь,9,79020,0.23,152,139,3,10,6.58,21.6,21.9,18.3,5,2,1,6.0,59.0
МО-Б02,Регион Б,Район-Б02,2024,октябрь,10,79020,0.23,370,330,11,29,7.84,24.0,14.8,13.8,6,1,0,7.6,73.5
МО-Б02,Регион Б,Район-Б02,2024,ноябрь,11,79020,0.23,494,439,18,37,7.49,18.9,12.1,14.0,11,1,0,8.6,54.1
МО-Б02,Регион Б,Район-Б02,2024,декабрь,12,79020,0.23,598,527,26,45,7.53,24.9,20.9,17.3,9,1,0,7.9,74.1
МО-Б03,Регион Б,Район-Б03,2023,январь,1,128599,0.416,40,35,2,3,7.5,16.0,13.3,12.9,10,2,0,6.8,61.5
МО-Б03,Регион Б,Район-Б03,2023,февраль,2,128599,0.416,40,36,1,3,7.5,19.3,11.8,8.3,11,2,0,5.5,62.1
МО-Б03,Регион Б,Район-Б03,2023,март,3,128599,0.416,1365,1221,44,100,7.33,15.9,9.7,12.2,11,2,1,4.9,62.4
МО-Б03,Регион Б,Район-Б03,2023,апрель,4,128599,0.416,273,244,9,20,7.33,18.7,12.5,9.8,14,2,0,5.7,69.9
МО-Б03,Регион Б,Район-Б03,2023,май,5,128599,0.416,139,123,6,10,7.19,18.5,12.2,12.6,8,3,0,5.1,67.0
МО-Б03,Регион Б,Район-Б03,2023,июнь,6,128599,0.416,40,37,1,2,5.0,19.9,8.4,7.5,10,4,1,5.7,66.0
МО-Б03,Регион Б,Район-Б03,2023,июль,7,128599,0.416,475,427,16,32,6.74,20.1,13.6,11.1,12,2,0,8.8,60.2
МО-Б03,Регион Б,Район-Б03,2023,август,8,128599,0.416,40,37,1,2,5.0,18.8,10.8,7.0,9,1,0,6.3,68.0
МО-Б03,Регион Б,Район-Б03,2023,сентябрь,9,128599,0.416,892,816,23,53,5.94,20.1,14.9,9.7,11,1,0,3.7,63.7
МО-Б03,Регион Б,Район-Б03,2023,октябрь,10,128599,0.416,682,602,36,44,6.45,19.6,11.3,14.8,11,2,1,7.4,81.7
МО-Б03,Регион Б,Район-Б03,2023,ноябрь,11,128599,0.416,40,38,0,2,5.0,13.9,10.9,14.7,10,3,0,8.1,45.6
МО-Б03,Регион Б,Район-Б03,2023,декабрь,12,128599,0.416,40,36,1,3,7.5,18.6,14.8,14.8,9,1,0,5.9,61.9
МО-Б03,Регион Б,Район-Б03,2024,январь,1,128599,0.416,607,522,36,49,8.07,18.0,10.3,9.4,11,3,0,9.0,62.9
МО-Б03,Регион Б,Район-Б03,2024,февраль,2,128599,0.416,431,374,22,35,8.12,14.0,16.2,10.7,12,1,1,5.7,75.3
МО-Б03,Регион Б,Район-Б03,2024,март,3,128599,0.416,40,37,1,2,5.0,18.4,15.7,8.5,7,3,0,5.5,59.4
МО-Б03,Регион Б,Район-Б03,2024,апрель,4,128599,0.416,1561,1375,72,114,7.3,17.6,14.8,11.3,13,3,0,4.9,55.0
МО-Б03,Регион Б,Район-Б03,2024,май,5,128599,0.416,1793,1583,71,139,7.75,20.1,16.1,9.1,10,3,1,8.7,69.9
МО-Б03,Регион Б,Район-Б03,2024,июнь,6,128599,0.416,40,37,1,2,5.0,18.1,9.9,14.9,11,2,0,6.1,61.0
МО-Б03,Регион Б,Район-Б03,2024,июль,7,128599,0.416,635,560,28,47,7.4,15.2,13.0,8.7,13,1,0,5.0,64.8
МО-Б03,Регион Б,Район-Б03,2024,август,8,128599,0.416,673,592,36,45,6.69,15.3,9.9,7.8,14,2,0,7.1,61.7
МО-Б03,Регион Б,Район-Б03,2024,сентябрь,9,128599,0.416,489,445,12,32,6.54,19.9,9.7,13.5,13,3,1,9.1,64.4
МО-Б03,Регион Б,Район-Б03,2024,октябрь,10,128599,0.416,40,36,1,3,7.5,17.2,13.2,10.1,10,2,0,6.8,52.4
МО-Б03,Регион Б,Район-Б03,2024,ноябрь,11,128599,0.416,40,37,1,2,5.0,17.2,16.2,8.9,9,3,0,8.8,45.6
МО-Б03,Регион Б,Район-Б03,2024,декабрь,12,128599,0.416,694,620,18,56,8.07,18.7,11.4,12.4,13,1,0,7.3,58.0
МО-Б04,Регион Б,Район-Б04,2023,январь,1,80462,0.299,138,125,3,10,7.25,27.6,16.4,17.6,9,0,0,8.2,78.5
МО-Б04,Регион Б,Район-Б04,2023,февраль,2,80462,0.299,316,283,9,24,7.59,26.0,15.6,15.3,8,2,0,4.1,63.2
МО-Б04,Регион Б,Район-Б04,2023,март,3,80462,0.299,48,43,2,3,6.25,26.2,23.9,18.4,7,2,0,7.9,76.1
МО-Б04,Регион Б,Район-Б04,2023,апрель,4,80462,0.299,635,573,22,40,6.3,27.2,13.3,13.1,5,2,1,8.4,71.3
МО-Б04,Регион Б,Район-Б04,2023,май,5,80462,0.299,273,247,6,20,7.33,27.9,12.6,18.0,8,2,0,3.4,80.1
МО-Б04,Регион Б,Район-Б04,2023,июнь,6,80462,0.299,40,36,2,2,5.0,26.5,14.5,17.2,6,0,0,5.8,70.9
МО-Б04,Регион Б,Район-Б04,2023,июль,7,80462,0.299,46,42,1,3,6.52,27.6,17.7,14.3,5,1,1,10.2,76.4
МО-Б04,Регион Б,Район-Б04,2023,август,8,80462,0.299,481,437,9,35,7.28,28.7,23.9,15.7,5,2,0,7.2,83.6
МО-Б04,Регион Б,Район-Б04,2023,сентябрь,9,80462,0.299,656,582,27,47,7.16,23.5,14.3,18.9,7,1,0,7.3,78.6
МО-Б04,Регион Б,Район-Б04,2023,октябрь,10,80462,0.299,313,271,16,26,8.31,26.4,15.8,19.0,10,2,0,8.0,70.6
МО-Б04,Регион Б,Район-Б04,2023,ноябрь,11,80462,0.299,127,115,3,9,7.09,25.8,14.6,10.1,9,2,0,7.7,77.1
МО-Б04,Регион Б,Район-Б04,2023,декабрь,12,80462,0.299,191,170,5,16,8.38,21.1,18.4,14.0,10,1,1,9.1,66.5
МО-Б04,Регион Б,Район-Б04,2024,январь,1,80462,0.299,360,308,20,32,8.89,20.2,21.8,10.7,5,1,0,8.9,52.9
МО-Б04,Регион Б,Район-Б04,2024,февраль,2,80462,0.299,365,323,10,32,8.77,27.3,17.7,18.9,6,2,0,7.7,66.3
МО-Б04,Регион Б,Район-Б04,2024,март,3,80462,0.299,720,641,23,56,7.78,22.8,20.0,10.4,6,2,0,7.4,80.6
МО-Б04,Регион Б,Район-Б04,2024,апрель,4,80462,0.299,534,476,15,43,8.05,20.8,20.1,13.8,11,2,0,9.4,68.978
МО-Б04,Регион Б,Район-Б04,2024,май,5,80462,0.299,385,340,15,30,7.79,25.5,16.9,10.9,7,2,0,4.9,55.237
МО-Б04,Регион Б,Район-Б04,2024,июнь,6,80462,0.299,831,740,38,53,6.38,26.6,22.0,11.4,7,2,2,8.0,61.8
МО-Б04,Регион Б,Район-Б04,2024,июль,7,80462,0.299,416,366,19,31,7.45,23.2,13.9,20.9,5,0,0,6.8,81.7
МО-Б04,Регион Б,Район-Б04,2024,август,8,80462,0.299,363,321,17,25,6.89,22.4,22.5,21.1,8,1,0,8.1,74.1
МО-Б04,Регион Б,Район-Б04,2024,сентябрь,9,80462,0.299,235,211,10,14,5.96,23.4,14.6,10.1,9,2,0,7.6,82.9
МО-Б04,Регион Б,Район-Б04,2024,октябрь,10,80462,0.299,40,37,1,2,5.0,24.6,19.1,17.4,5,1,1,8.8,78.1
МО-Б04,Регион Б,Район-Б04,2024,ноябрь,11,80462,0.299,966,850,53,63,6.52,21.7,18.3,11.0,8,0,0,6.4,59.4
МО-Б04,Регион Б,Район-Б04,2024,декабрь,12,80462,0.299,175,155,7,13,7.43,20.4,23.7,12.4,5,0,0,9.8,72.5
